Moon Orbit Gear Train													
49	12	34	10	49	55		13.88333333						
													
Gears				Second Stage Ratio	Target Multiplier	Ratio	Target Ratio	Error (%)	Ang deviation in 100 years (deg)	Dist stage 1	Dist Stage 2	Pitch Scaling (stage 1)	Pitch Scaling (stage 2)
													
9	49	8	23	13.88333333	0.06389033062	0.8869565215	0.8870107566	-0.00611436484	-1.952343277	44	61	1.318181818	0.5081967213
8	49	9	23	13.88333333	0.06389033062	0.8869565215	0.8870107566	-0.00611436484	-1.952343277	44	61	1.295454545	0.5245901639
18	49	8	46	13.88333333	0.06389033062	0.8869565215	0.8870107566	-0.00611436484	-1.952343277	44	61	1.522727273	0.8852459016
16	49	9	46	13.88333333	0.06389033062	0.8869565215	0.8870107566	-0.00611436484	-1.952343277	44	61	1.477272727	0.9016393443
12	49	12	46	13.88333333	0.06389033062	0.8869565215	0.8870107566	-0.00611436484	-1.952343277	44	61	1.386363636	0.9508196721
9	49	16	46	13.88333333	0.06389033062	0.8869565215	0.8870107566	-0.00611436484	-1.952343277	44	61	1.318181818	1.016393443
8	49	18	46	13.88333333	0.06389033062	0.8869565215	0.8870107566	-0.00611436484	-1.952343277	44	61	1.295454545	1.049180328
9	23	8	49	13.88333333	0.06389033062	0.8869565215	0.8870107566	-0.00611436484	-1.952343277	44	61	0.7272727273	0.9344262295
18	46	8	49	13.88333333	0.06389033062	0.8869565215	0.8870107566	-0.00611436484	-1.952343277	44	61	1.454545455	0.9344262295
8	23	9	49	13.88333333	0.06389033062	0.8869565215	0.8870107566	-0.00611436484	-1.952343277	44	61	0.7045454545	0.9508196721
16	46	9	49	13.88333333	0.06389033062	0.8869565215	0.8870107566	-0.00611436484	-1.952343277	44	61	1.409090909	0.9508196721
12	46	12	49	13.88333333	0.06389033062	0.8869565215	0.8870107566	-0.00611436484	-1.952343277	44	61	1.318181818	1
9	46	16	49	13.88333333	0.06389033062	0.8869565215	0.8870107566	-0.00611436484	-1.952343277	44	61	1.25	1.06557377
8	46	18	49	13.88333333	0.06389033062	0.8869565215	0.8870107566	-0.00611436484	-1.952343277	44	61	1.227272727	1.098360656
13	44	8	37	13.88333333	0.06389033062	0.8868959867	0.8870107566	-0.01293895436	-4.131182409	44	61	1.295454545	0.737704918
13	55	10	37	13.88333333	0.06389033062	0.8868959867	0.8870107566	-0.01293895436	-4.131182409	44	61	1.545454545	0.7704918033
8	44	13	37	13.88333333	0.06389033062	0.8868959867	0.8870107566	-0.01293895436	-4.131182409	44	61	1.181818182	0.8196721311
10	55	13	37	13.88333333	0.06389033062	0.8868959867	0.8870107566	-0.01293895436	-4.131182409	44	61	1.477272727	0.8196721311
13	37	8	44	13.88333333	0.06389033062	0.8868959867	0.8870107566	-0.01293895436	-4.131182409	44	61	1.136363636	0.8524590164
8	37	13	44	13.88333333	0.06389033062	0.8868959867	0.8870107566	-0.01293895436	-4.131182409	44	61	1.022727273	0.9344262295
13	37	10	55	13.88333333	0.06389033062	0.8868959867	0.8870107566	-0.01293895436	-4.131182409	44	61	1.136363636	1.06557377
10	37	13	55	13.88333333	0.06389033062	0.8868959867	0.8870107566	-0.01293895436	-4.131182409	44	61	1.068181818	1.114754098
11	42	10	41	13.88333333	0.06389033062	0.8868563684	0.8870107566	-0.017405454	-5.557009582	44	61	1.204545455	0.8360655738
10	42	11	41	13.88333333	0.06389033062	0.8868563684	0.8870107566	-0.017405454	-5.557009582	44	61	1.181818182	0.8524590164
11	41	10	42	13.88333333	0.06389033062	0.8868563684	0.8870107566	-0.017405454	-5.557009582	44	61	1.181818182	0.8524590164
10	41	11	42	13.88333333	0.06389033062	0.8868563684	0.8870107566	-0.017405454	-5.557009582	44	61	1.159090909	0.868852459
11	51	8	27	13.88333333	0.06389033062	0.8872427981	0.8870107566	0.02615994667	8.355680742	44	61	1.409090909	0.5737704918
8	51	11	27	13.88333333	0.06389033062	0.8872427981	0.8870107566	0.02615994667	8.355680742	44	61	1.340909091	0.6229508197
11	27	8	51	13.88333333	0.06389033062	0.8872427981	0.8870107566	0.02615994667	8.355680742	44	61	0.8636363636	0.9672131148
22	54	8	51	13.88333333	0.06389033062	0.8872427981	0.8870107566	0.02615994667	8.355680742	44	61	1.727272727	0.9672131148
8	27	11	51	13.88333333	0.06389033062	0.8872427981	0.8870107566	0.02615994667	8.355680742	44	61	0.7954545455	1.016393443
16	54	11	51	13.88333333	0.06389033062	0.8872427981	0.8870107566	0.02615994667	8.355680742	44	61	1.590909091	1.016393443
11	54	16	51	13.88333333	0.06389033062	0.8872427981	0.8870107566	0.02615994667	8.355680742	44	61	1.477272727	1.098360656
8	54	22	51	13.88333333	0.06389033062	0.8872427981	0.8870107566	0.02615994667	8.355680742	44	61	1.409090909	1.196721311
22	51	8	54	13.88333333	0.06389033062	0.8872427981	0.8870107566	0.02615994667	8.355680742	44	61	1.659090909	1.016393443
16	51	11	54	13.88333333	0.06389033062	0.8872427981	0.8870107566	0.02615994667	8.355680742	44	61	1.522727273	1.06557377
11	51	16	54	13.88333333	0.06389033062	0.8872427981	0.8870107566	0.02615994667	8.355680742	44	61	1.409090909	1.147540984
8	51	22	54	13.88333333	0.06389033062	0.8872427981	0.8870107566	0.02615994667	8.355680742	44	61	1.340909091	1.245901639
11	50	9	31	13.88333333	0.06389033062	0.8867419353	0.8870107566	-0.03030643394	-9.674634919	44	61	1.386363636	0.6557377049
9	50	11	31	13.88333333	0.06389033062	0.8867419353	0.8870107566	-0.03030643394	-9.674634919	44	61	1.340909091	0.6885245902
11	31	9	50	13.88333333	0.06389033062	0.8867419353	0.8870107566	-0.03030643394	-9.674634919	44	61	0.9545454545	0.9672131148
9	31	11	50	13.88333333	0.06389033062	0.8867419353	0.8870107566	-0.03030643394	-9.674634919	44	61	0.9090909091	1
13	54	13	49	13.88333333	0.06389033062	0.8867283948	0.8870107566	-0.03183295682	-10.16178721	44	61	1.522727273	1.016393443
13	49	13	54	13.88333333	0.06389033062	0.8867283948	0.8870107566	-0.03183295682	-10.16178721	44	61	1.409090909	1.098360656
11	53	8	26	13.88333333	0.06389033062	0.8865989354	0.8870107566	-0.04642797782	-14.81867846	44	61	1.454545455	0.5573770492
8	53	11	26	13.88333333	0.06389033062	0.8865989354	0.8870107566	-0.04642797782	-14.81867846	44	61	1.386363636	0.606557377
12	53	11	39	13.88333333	0.06389033062	0.8865989354	0.8870107566	-0.04642797782	-14.81867846	44	61	1.477272727	0.8196721311
11	53	12	39	13.88333333	0.06389033062	0.8865989354	0.8870107566	-0.04642797782	-14.81867846	44	61	1.454545455	0.8360655738
22	53	8	52	13.88333333	0.06389033062	0.8865989354	0.8870107566	-0.04642797782	-14.81867846	44	61	1.704545455	0.9836065574
16	53	11	52	13.88333333	0.06389033062	0.8865989354	0.8870107566	-0.04642797782	-14.81867846	44	61	1.568181818	1.032786885
11	53	16	52	13.88333333	0.06389033062	0.8865989354	0.8870107566	-0.04642797782	-14.81867846	44	61	1.454545455	1.114754098
8	53	22	52	13.88333333	0.06389033062	0.8865989354	0.8870107566	-0.04642797782	-14.81867846	44	61	1.386363636	1.213114754
11	26	8	53	13.88333333	0.06389033062	0.8865989354	0.8870107566	-0.04642797782	-14.81867846	44	61	0.8409090909	1
22	52	8	53	13.88333333	0.06389033062	0.8865989354	0.8870107566	-0.04642797782	-14.81867846	44	61	1.681818182	1
8	26	11	53	13.88333333	0.06389033062	0.8865989354	0.8870107566	-0.04642797782	-14.81867846	44	61	0.7727272727	1.049180328
12	39	11	53	13.88333333	0.06389033062	0.8865989354	0.8870107566	-0.04642797782	-14.81867846	44	61	1.159090909	1.049180328
